UMAP_1,UMAP_2,kmeans_cluster
0.60410964,-2.20389,2
1.8561045,-5.3810616,2
3.0437405,-4.960831,2
2.6352677,-5.360868,2
17.810768,3.0712955,0
12.738773,-2.6793995,4
6.527068,0.54137623,2
10.472763,0.38892812,4
8.882741,-5.4186153,2
6.3533487,0.44007334,2
12.873167,-1.9834851,4
17.756264,2.7349837,0
1.8995419,-5.342909,2
2.36424,-5.0090837,2
10.381879,0.42493993,4
2.5355034,-5.656333,2
5.141155,0.59492266,2
8.862009,-5.744853,2
10.426111,0.43290606,4
10.35724,0.47770116,4
6.620991,0.49987322,2
17.776064,4.196001,0
8.782207,-5.381201,2
19.155354,6.0932913,0
6.9059343,-0.6079529,2
3.4908607,-5.225367,2
9.614423,7.545678,5
2.5056016,-5.8634267,2
3.3421104,-4.9146447,2
6.4619308,0.33762035,2
-0.18063103,6.745466,1
12.7348795,-2.6548378,4
0.9450461,9.458504,1
8.12793,-5.6897736,2
17.904873,2.751199,0
0.8669762,9.88713,1
8.645232,-6.0421467,2
13.22828,-2.6982167,4
12.351832,-2.4114776,4
2.710281,-5.3345323,2
10.97796,0.26857695,4
1.967807,-5.4095573,2
2.315471,-5.6568875,2
0.59638214,-2.1456912,2
11.936787,-1.5165249,4
12.502146,-1.763415,4
1.1807532,9.337628,1
3.5929306,-5.5936565,2
6.7706504,-0.42930478,2
13.228224,-2.6902294,4
12.583669,-2.244379,4
6.9050922,-0.58696043,2
2.943737,-5.08556,2
2.4466743,-3.7233934,2
2.6902757,-5.316691,2
2.8511379,-4.592812,2
12.734277,-2.6512818,4
2.4881785,-3.743687,2
2.8798666,-5.1254997,2
0.43262583,-2.0810158,2
3.5064125,-5.442576,2
17.777155,3.0287876,0
2.415674,-3.691661,2
2.7810378,-5.2418222,2
2.5104237,-3.7256474,2
17.707235,5.169516,0
17.832888,5.3165045,0
6.7132173,5.8670645,5
2.691545,-5.3275375,2
17.91468,2.5201156,0
12.979141,-2.2090974,4
6.178859,6.8933063,5
2.077744,-5.153351,2
2.2255092,-5.061227,2
2.450666,-3.7115614,2
3.4871604,-5.334221,2
9.929839,6.1614857,5
12.377163,-2.3920712,4
6.9399915,5.9754863,5
12.469987,-1.684835,4
0.31285435,-1.8249869,2
2.603189,-3.7219882,2
1.8604395,-5.3109293,2
-0.31065288,6.55707,1
2.469553,-3.6709852,2
13.256064,-2.6746385,4
10.972545,0.34657004,4
4.461849,0.64626443,2
3.637867,-5.3735275,2
